Name,Overall,Value,Role,Starter_Ref,Position,Meta_BackupName,Meta_Club,Meta_Value,Meta_Discount,Meta_Gap,Meta_Similarity,Attribute,Rating,Path_ID
Bruno Viana,77,10500000.0,Backup,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,SprintSpeed,64.0,0
S. Kjær,81,14000000.0,Starter,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,Finishing,55.0,1
Bruno Viana,77,10500000.0,Backup,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,Finishing,37.0,1
S. Kjær,81,14000000.0,Starter,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,ShortPassing,73.0,2
Bruno Viana,77,10500000.0,Backup,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,ShortPassing,72.0,2
S. Kjær,81,14000000.0,Starter,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,Dribbling,46.0,3
Bruno Viana,77,10500000.0,Backup,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,Dribbling,52.0,3
S. Kjær,81,14000000.0,Starter,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,StandingTackle,82.0,4
Bruno Viana,77,10500000.0,Backup,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,StandingTackle,78.0,4
S. Kjær,81,14000000.0,Starter,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,Strength,80.0,5
Bruno Viana,77,10500000.0,Backup,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,Strength,74.0,5
S. Kjær,81,14000000.0,Starter,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,SprintSpeed,65.0,6
Bruno Viana,77,10500000.0,Backup,S. Kjær,RCB,Bruno Viana,SC Braga,10500000.0,25.0,-4,28.1,SprintSpeed,64.0,6
S. Bender,81,14000000.0,Starter,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,SprintSpeed,72.0,0
E. Sviatchenko,74,6000000.0,Backup,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,SprintSpeed,71.0,0
S. Bender,81,14000000.0,Starter,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,Finishing,39.0,1
E. Sviatchenko,74,6000000.0,Backup,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,Finishing,39.0,1
S. Bender,81,14000000.0,Starter,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,ShortPassing,74.0,2
E. Sviatchenko,74,6000000.0,Backup,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,ShortPassing,69.0,2
S. Bender,81,14000000.0,Starter,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,Dribbling,58.0,3
E. Sviatchenko,74,6000000.0,Backup,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,Dribbling,43.0,3
S. Bender,81,14000000.0,Starter,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,StandingTackle,86.0,4
E. Sviatchenko,74,6000000.0,Backup,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,StandingTackle,74.0,4
S. Bender,81,14000000.0,Starter,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,Strength,77.0,5
E. Sviatchenko,74,6000000.0,Backup,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,Strength,79.0,5
S. Bender,81,14000000.0,Starter,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,SprintSpeed,72.0,6
E. Sviatchenko,74,6000000.0,Backup,S. Bender,LCB,E. Sviatchenko,FC Midtjylland,6000000.0,57.0,-7,31.5,SprintSpeed,71.0,6
M. Valbuena,81,11000000.0,Starter,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,SprintSpeed,79.0,0
M. Lestienne,75,8000000.0,Backup,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,SprintSpeed,81.0,0
M. Valbuena,81,11000000.0,Starter,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,Finishing,74.0,1
M. Lestienne,75,8000000.0,Backup,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,Finishing,71.0,1
M. Valbuena,81,11000000.0,Starter,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,ShortPassing,82.0,2
M. Lestienne,75,8000000.0,Backup,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,ShortPassing,73.0,2
M. Valbuena,81,11000000.0,Starter,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,Dribbling,83.0,3
M. Lestienne,75,8000000.0,Backup,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,Dribbling,79.0,3
M. Valbuena,81,11000000.0,Starter,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,StandingTackle,26.0,4
M. Lestienne,75,8000000.0,Backup,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,StandingTackle,27.0,4
M. Valbuena,81,11000000.0,Starter,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,Strength,37.0,5
M. Lestienne,75,8000000.0,Backup,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,Strength,31.0,5
M. Valbuena,81,11000000.0,Starter,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,SprintSpeed,79.0,6
M. Lestienne,75,8000000.0,Backup,M. Valbuena,LM,M. Lestienne,Standard de Liège,8000000.0,27.0,-6,38.9,SprintSpeed,81.0,6
Pedro León,81,15500000.0,Starter,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,SprintSpeed,63.0,0
R. Snodgrass,76,7500000.0,Backup,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,SprintSpeed,65.0,0
Pedro León,81,15500000.0,Starter,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,Finishing,76.0,1
R. Snodgrass,76,7500000.0,Backup,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,Finishing,71.0,1
Pedro León,81,15500000.0,Starter,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,ShortPassing,83.0,2
R. Snodgrass,76,7500000.0,Backup,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,ShortPassing,74.0,2
Pedro León,81,15500000.0,Starter,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,Dribbling,84.0,3
R. Snodgrass,76,7500000.0,Backup,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,Dribbling,76.0,3
Pedro León,81,15500000.0,Starter,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,StandingTackle,46.0,4
R. Snodgrass,76,7500000.0,Backup,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,StandingTackle,56.0,4
Pedro León,81,15500000.0,Starter,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,Strength,63.0,5
R. Snodgrass,76,7500000.0,Backup,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,Strength,70.0,5
Pedro León,81,15500000.0,Starter,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,SprintSpeed,63.0,6
R. Snodgrass,76,7500000.0,Backup,Pedro León,RM,R. Snodgrass,West Ham United,7500000.0,52.0,-5,31.8,SprintSpeed,65.0,6
K. Boateng,81,15000000.0,Starter,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,SprintSpeed,65.0,0
A. Turan,77,7500000.0,Backup,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,SprintSpeed,68.0,0
K. Boateng,81,15000000.0,Starter,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,Finishing,78.0,1
A. Turan,77,7500000.0,Backup,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,Finishing,71.0,1
K. Boateng,81,15000000.0,Starter,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,ShortPassing,82.0,2
A. Turan,77,7500000.0,Backup,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,ShortPassing,79.0,2
K. Boateng,81,15000000.0,Starter,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,Dribbling,79.0,3
A. Turan,77,7500000.0,Backup,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,Dribbling,79.0,3
K. Boateng,81,15000000.0,Starter,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,StandingTackle,78.0,4
A. Turan,77,7500000.0,Backup,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,StandingTackle,63.0,4
K. Boateng,81,15000000.0,Starter,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,Strength,78.0,5
A. Turan,77,7500000.0,Backup,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,Strength,68.0,5
K. Boateng,81,15000000.0,Starter,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,SprintSpeed,65.0,6
A. Turan,77,7500000.0,Backup,K. Boateng,CM,A. Turan,Medipol Başakşehir FK,7500000.0,50.0,-4,44.4,SprintSpeed,68.0,6
L. Piszczek,81,7000000.0,Starter,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,SprintSpeed,83.0,0
D. Basta,77,3400000.0,Backup,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,SprintSpeed,75.0,0
L. Piszczek,81,7000000.0,Starter,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,Finishing,65.0,1
D. Basta,77,3400000.0,Backup,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,Finishing,58.0,1
L. Piszczek,81,7000000.0,Starter,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,ShortPassing,76.0,2
D. Basta,77,3400000.0,Backup,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,ShortPassing,76.0,2
L. Piszczek,81,7000000.0,Starter,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,Dribbling,72.0,3
D. Basta,77,3400000.0,Backup,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,Dribbling,74.0,3
L. Piszczek,81,7000000.0,Starter,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,StandingTackle,82.0,4
D. Basta,77,3400000.0,Backup,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,StandingTackle,77.0,4
L. Piszczek,81,7000000.0,Starter,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,Strength,78.0,5
D. Basta,77,3400000.0,Backup,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,Strength,72.0,5
L. Piszczek,81,7000000.0,Starter,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,SprintSpeed,83.0,6
D. Basta,77,3400000.0,Backup,L. Piszczek,RB,D. Basta,Lazio,3400000.0,51.0,-4,43.2,SprintSpeed,75.0,6
A. Candreva,81,15500000.0,Starter,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,SprintSpeed,78.0,0
D. Türüç,75,8500000.0,Backup,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,SprintSpeed,74.0,0
A. Candreva,81,15500000.0,Starter,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,Finishing,73.0,1
D. Türüç,75,8500000.0,Backup,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,Finishing,61.0,1
A. Candreva,81,15500000.0,Starter,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,ShortPassing,78.0,2
D. Türüç,75,8500000.0,Backup,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,ShortPassing,79.0,2
A. Candreva,81,15500000.0,Starter,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,Dribbling,82.0,3
D. Türüç,75,8500000.0,Backup,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,Dribbling,76.0,3
A. Candreva,81,15500000.0,Starter,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,StandingTackle,63.0,4
D. Türüç,75,8500000.0,Backup,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,StandingTackle,61.0,4
A. Candreva,81,15500000.0,Starter,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,Strength,69.0,5
D. Türüç,75,8500000.0,Backup,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,Strength,65.0,5
A. Candreva,81,15500000.0,Starter,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,SprintSpeed,78.0,6
D. Türüç,75,8500000.0,Backup,A. Candreva,RM,D. Türüç,Kayserispor,8500000.0,45.0,-6,31.4,SprintSpeed,74.0,6
D. Wass,81,17000000.0,Starter,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,SprintSpeed,76.0,0
Danilo,79,12000000.0,Backup,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,SprintSpeed,76.0,0
D. Wass,81,17000000.0,Starter,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,Finishing,74.0,1
Danilo,79,12000000.0,Backup,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,Finishing,61.0,1
D. Wass,81,17000000.0,Starter,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,ShortPassing,82.0,2
Danilo,79,12000000.0,Backup,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,ShortPassing,77.0,2
D. Wass,81,17000000.0,Starter,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,Dribbling,80.0,3
Danilo,79,12000000.0,Backup,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,Dribbling,73.0,3
D. Wass,81,17000000.0,Starter,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,StandingTackle,74.0,4
Danilo,79,12000000.0,Backup,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,StandingTackle,77.0,4
D. Wass,81,17000000.0,Starter,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,Strength,70.0,5
Danilo,79,12000000.0,Backup,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,Strength,76.0,5
D. Wass,81,17000000.0,Starter,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,SprintSpeed,76.0,6
Danilo,79,12000000.0,Backup,D. Wass,RB,Danilo,Manchester City,12000000.0,29.0,-2,40.1,SprintSpeed,76.0,6
E. Lamela,81,21000000.0,Starter,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,SprintSpeed,74.0,0
A. Schürrle,77,9500000.0,Backup,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,SprintSpeed,78.0,0
E. Lamela,81,21000000.0,Starter,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,Finishing,74.0,1
A. Schürrle,77,9500000.0,Backup,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,Finishing,78.0,1
E. Lamela,81,21000000.0,Starter,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,ShortPassing,83.0,2
A. Schürrle,77,9500000.0,Backup,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,ShortPassing,75.0,2
E. Lamela,81,21000000.0,Starter,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,Dribbling,86.0,3
A. Schürrle,77,9500000.0,Backup,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,Dribbling,79.0,3
E. Lamela,81,21000000.0,Starter,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,StandingTackle,51.0,4
A. Schürrle,77,9500000.0,Backup,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,StandingTackle,39.0,4
E. Lamela,81,21000000.0,Starter,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,Strength,68.0,5
A. Schürrle,77,9500000.0,Backup,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,Strength,67.0,5
E. Lamela,81,21000000.0,Starter,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,SprintSpeed,74.0,6
A. Schürrle,77,9500000.0,Backup,E. Lamela,RM,A. Schürrle,Fulham,9500000.0,55.0,-4,47.3,SprintSpeed,78.0,6
D. Rose,81,14500000.0,Starter,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,SprintSpeed,78.0,0
Nacho Monreal,80,8000000.0,Backup,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,SprintSpeed,67.0,0
D. Rose,81,14500000.0,Starter,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,Finishing,57.0,1
Nacho Monreal,80,8000000.0,Backup,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,Finishing,55.0,1
D. Rose,81,14500000.0,Starter,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,ShortPassing,76.0,2
Nacho Monreal,80,8000000.0,Backup,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,ShortPassing,77.0,2
D. Rose,81,14500000.0,Starter,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,Dribbling,80.0,3
Nacho Monreal,80,8000000.0,Backup,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,Dribbling,73.0,3
D. Rose,81,14500000.0,Starter,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,StandingTackle,83.0,4
Nacho Monreal,80,8000000.0,Backup,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,StandingTackle,83.0,4
D. Rose,81,14500000.0,Starter,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,Strength,72.0,5
Nacho Monreal,80,8000000.0,Backup,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,Strength,65.0,5
D. Rose,81,14500000.0,Starter,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,SprintSpeed,78.0,6
Nacho Monreal,80,8000000.0,Backup,D. Rose,LB,Nacho Monreal,Arsenal,8000000.0,45.0,-1,55.5,SprintSpeed,67.0,6
C. Vela,81,17500000.0,Starter,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,SprintSpeed,80.0,0
Leo Baptistao,78,12500000.0,Backup,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,SprintSpeed,78.0,0
C. Vela,81,17500000.0,Starter,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,Finishing,81.0,1
Leo Baptistao,78,12500000.0,Backup,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,Finishing,75.0,1
C. Vela,81,17500000.0,Starter,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,ShortPassing,81.0,2
Leo Baptistao,78,12500000.0,Backup,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,ShortPassing,77.0,2
C. Vela,81,17500000.0,Starter,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,Dribbling,83.0,3
Leo Baptistao,78,12500000.0,Backup,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,Dribbling,80.0,3
C. Vela,81,17500000.0,Starter,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,StandingTackle,22.0,4
Leo Baptistao,78,12500000.0,Backup,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,StandingTackle,24.0,4
C. Vela,81,17500000.0,Starter,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,Strength,67.0,5
Leo Baptistao,78,12500000.0,Backup,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,Strength,71.0,5
C. Vela,81,17500000.0,Starter,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,SprintSpeed,80.0,6
Leo Baptistao,78,12500000.0,Backup,C. Vela,RW,Leo Baptistao,RCD Espanyol,12500000.0,29.0,-3,44.9,SprintSpeed,78.0,6
Renato Augusto,81,16500000.0,Starter,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,SprintSpeed,67.0,0
B. Džemaili,77,6500000.0,Backup,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,SprintSpeed,65.0,0
Renato Augusto,81,16500000.0,Starter,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,Finishing,65.0,1
B. Džemaili,77,6500000.0,Backup,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,Finishing,70.0,1
Renato Augusto,81,16500000.0,Starter,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,ShortPassing,81.0,2
B. Džemaili,77,6500000.0,Backup,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,ShortPassing,78.0,2
Renato Augusto,81,16500000.0,Starter,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,Dribbling,82.0,3
B. Džemaili,77,6500000.0,Backup,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,Dribbling,77.0,3
Renato Augusto,81,16500000.0,Starter,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,StandingTackle,73.0,4
B. Džemaili,77,6500000.0,Backup,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,StandingTackle,70.0,4
Renato Augusto,81,16500000.0,Starter,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,Strength,76.0,5
B. Džemaili,77,6500000.0,Backup,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,Strength,67.0,5
Renato Augusto,81,16500000.0,Starter,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,SprintSpeed,67.0,6
B. Džemaili,77,6500000.0,Backup,Renato Augusto,LCM,B. Džemaili,Bologna,6500000.0,61.0,-4,50.0,SprintSpeed,65.0,6
A. Valencia,81,10000000.0,Starter,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,SprintSpeed,85.0,0
Rômulo,76,6500000.0,Backup,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,SprintSpeed,74.0,0
A. Valencia,81,10000000.0,Starter,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,Finishing,60.0,1
Rômulo,76,6500000.0,Backup,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,Finishing,60.0,1
A. Valencia,81,10000000.0,Starter,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,ShortPassing,81.0,2
Rômulo,76,6500000.0,Backup,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,ShortPassing,76.0,2
A. Valencia,81,10000000.0,Starter,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,Dribbling,80.0,3
Rômulo,76,6500000.0,Backup,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,Dribbling,77.0,3
A. Valencia,81,10000000.0,Starter,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,StandingTackle,82.0,4
Rômulo,76,6500000.0,Backup,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,StandingTackle,74.0,4
A. Valencia,81,10000000.0,Starter,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,Strength,79.0,5
Rômulo,76,6500000.0,Backup,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,Strength,68.0,5
A. Valencia,81,10000000.0,Starter,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,SprintSpeed,85.0,6
Rômulo,76,6500000.0,Backup,A. Valencia,RM,Rômulo,Genoa,6500000.0,35.0,-5,36.6,SprintSpeed,74.0,6
L. Fabiański,81,9000000.0,Starter,L. Fabiański,GK,A. Bizzarri,Foggia,525000.0,94.0,-5,66.6,SprintSpeed,47.0,0
A. Bizzarri,76,525000.0,Backup,L. Fabiański,GK,A. Bizzarri,Foggia,525000.0,94.0,-5,66.6,SprintSpeed,45.0,0
L. Fabiański,81,9000000.0,Starter,L. Fabiański,GK,A. Bizzarri,Foggia,525000.0,94.0,-5,66.6,Finishing,13.0,1
A. Bizzarri,76,525000.0,Backup,L. Fabiański,GK,A. Bizzarri,Foggia,525000.0,94.0,-5,66.6,Finishing,17.0,1
L. Fabiański,81,9000000.0,Starter,L. Fabiański,GK,A. Bizzarri,Foggia,525000.0,94.0,-5,66.6,ShortPassing,20.0,2
A. Bizzarri,76,525000.0,Backup,L. Fabiański,GK,A. Bizzarri,Foggia,525000.0,94.0,-5,66.6,ShortPassing,27.0,2
L. Fabiański,81,9000000.0,Starter,L. Fabiański,GK,A. Bizzarri,Foggia,525000.0,94.0,-5,66.6,Dribbling,14.0,3
A. Bizzarri,76,525000.0,Backup,L. Fabiański,GK,A. Bizzarri,Foggia,525000.0,94.0,-5,66.6,Dribbling,18.0,3
