Name,Club,Overall,Position,Value,Wage,Fair_Wage,Wage_Delta_Pct,Wage_Status
Joan Jordán,SD Eibar,78,LCM,13500000.0,22000.0,43244.45137620746,-49.126421309846656,Target (Underpaid)
Dyego Sousa,SC Braga,78,ST,10500000.0,19000.0,35916.47638100917,-47.09948771576533,Target (Underpaid)
A. Marušić,Lazio,78,RM,12500000.0,46000.0,40854.1986491904,12.595526337441868,Normal Market
David Soria,Getafe CF,78,GK,9000000.0,18000.0,32050.365348957537,-43.83839371557908,Target (Underpaid)
V. Rongier,FC Nantes,78,RCM,14000000.0,25000.0,44422.12221917591,-43.72173423716318,Target (Underpaid)
W. Weghorst,VfL Wolfsburg,78,LS,13000000.0,48000.0,42055.32969357614,14.135355375259124,Normal Market
O. Al Soma,Al Ahli,78,LS,10500000.0,47000.0,35916.47638100917,30.85916196626472,Avoid (Overpaid)
M. Nakamba,Club Brugge KV,78,LCM,12000000.0,20000.0,39640.448901425145,-49.54648457757257,Target (Underpaid)
Petros,Al Nassr,78,LDM,10000000.0,43000.0,34644.86923626099,24.11650252382575,Normal Market
Pablo Maffeo,VfB Stuttgart,78,RWB,13000000.0,24000.0,42055.32969357614,-42.93232231237044,Target (Underpaid)
Y. Mina,Everton,78,LCB,12500000.0,68000.0,40854.1986491904,66.44556067274016,Avoid (Overpaid)
M. Dúbravka,Newcastle United,78,GK,8500000.0,39000.0,30725.089298527844,26.932096506123543,Normal Market
Diego Carlos,FC Nantes,78,RCB,10500000.0,25000.0,35916.47638100917,-30.39406278390174,Target (Underpaid)
D. Djené,Getafe CF,78,RCB,10000000.0,23000.0,34644.86923626099,-33.61210330120949,Target (Underpaid)
G. Simeone,Fiorentina,78,ST,15000000.0,53000.0,46745.12589202906,13.380804925883236,Normal Market
M. Meza,Independiente,78,LM,12500000.0,23000.0,40854.1986491904,-43.702236831279066,Target (Underpaid)
Bastos,Lazio,78,CB,10000000.0,44000.0,34644.86923626099,27.002932815077514,Normal Market
S. Lobotka,RC Celta,78,CM,14000000.0,22000.0,44422.12221917591,-50.47512612870361,Target (Underpaid)
Y. Tielemans,AS Monaco,78,CM,16000000.0,47000.0,49027.996155357476,-4.136404328929256,Normal Market
Marcelo Goiano,SC Braga,78,RB,7500000.0,15000.0,28011.30530207255,-46.450192740963935,Target (Underpaid)
K. Tete,Olympique Lyonnais,78,RB,11500000.0,47000.0,38413.413338757826,22.353094700331148,Normal Market
Capa,Athletic Club de Bilbao,78,RB,10500000.0,23000.0,35916.47638100917,-35.96253776118961,Target (Underpaid)
M. Sportiello,Frosinone,78,GK,9000000.0,22000.0,32050.365348957537,-31.358036763485547,Target (Underpaid)
Jemerson,AS Monaco,78,LCB,11000000.0,55000.0,37172.35883262683,47.95940243567631,Avoid (Overpaid)
N. Maksimović,Napoli,78,CB,11000000.0,54000.0,37172.35883262683,45.269231482300384,Avoid (Overpaid)
D. Zapata,Atalanta,78,RS,12000000.0,41000.0,39640.448901425145,3.4297066159762304,Normal Market
J. Correa,Lazio,78,LM,14000000.0,42000.0,44422.12221917591,-5.452513518434153,Normal Market
E. Rigoni,Atalanta,78,RM,13000000.0,29000.0,42055.32969357614,-31.04322279411428,Target (Underpaid)
C. Izquierdoz,Boca Juniors,78,RCB,8000000.0,25000.0,29379.28056560728,-14.906017034106226,Normal Market
W. Barrios,Boca Juniors,78,CDM,12500000.0,20000.0,40854.1986491904,-51.04542333154701,Target (Underpaid)
J. Mojica,Girona FC,78,LWB,10500000.0,28000.0,35916.47638100917,-22.041350317969954,Normal Market
A. Iwobi,Arsenal,78,LM,14000000.0,81000.0,44422.12221917591,82.34158107159128,Avoid (Overpaid)
D. Laxalt,Milan,78,LB,12500000.0,76000.0,40854.1986491904,86.02739134012135,Avoid (Overpaid)
N. Bentaleb,FC Schalke 04,78,CM,13500000.0,29000.0,43244.45137620746,-32.93937354479787,Target (Underpaid)
N. Stark,Hertha BSC,78,CB,12000000.0,24000.0,39640.448901425145,-39.45578149308708,Target (Underpaid)
M. Lemina,Southampton,78,LCM,13500000.0,44000.0,43244.45137620746,1.7471573803066827,Normal Market
L. Dendoncker,Wolverhampton Wanderers,78,CB,12000000.0,18000.0,39640.448901425145,-54.59183611981532,Target (Underpaid)
Ricardo Esgaio,SC Braga,78,RM,12500000.0,16000.0,40854.1986491904,-60.83633866523761,Target (Underpaid)
P. Sisto,RC Celta,78,LW,14000000.0,25000.0,44422.12221917591,-43.72173423716318,Target (Underpaid)
P. Max,FC Augsburg,78,LWB,11000000.0,22000.0,37172.35883262683,-40.81623902572947,Target (Underpaid)
R. Gagliardini,Inter,78,CDM,11500000.0,46000.0,38413.413338757826,19.74983736628155,Normal Market
Pere Pons,Girona FC,78,RCM,13500000.0,31000.0,43244.45137620746,-28.314502754783927,Normal Market
D. Berardi,Sassuolo,78,RW,14000000.0,50000.0,44422.12221917591,12.556531525673629,Normal Market
M. Halstenberg,RB Leipzig,78,LB,10000000.0,45000.0,34644.86923626099,29.889363106329274,Normal Market
J. Quintero,River Plate,78,CAM,12500000.0,15000.0,40854.1986491904,-63.28406749866026,Target (Underpaid)
Tiago Volpi,Querétaro,78,GK,8500000.0,10000.0,30725.089298527844,-67.45330858817346,Target (Underpaid)
Óliver Torres,FC Porto,78,CM,13500000.0,13000.0,43244.45137620746,-69.9383398649094,Target (Underpaid)
Omar Mascarell,FC Schalke 04,78,CDM,10500000.0,29000.0,35916.47638100917,-19.257112829326026,Normal Market
H. Sakai,Olympique de Marseille,78,RB,8000000.0,44000.0,29379.28056560728,49.76541001997305,Avoid (Overpaid)
Andreas Pereira,Manchester United,78,CM,14000000.0,91000.0,44422.12221917591,104.852887376726,Avoid (Overpaid)
A. Januzaj,Real Sociedad,78,RW,14000000.0,29000.0,44422.12221917591,-34.7172117151093,Target (Underpaid)
B. Cristante,Roma,78,CM,15000000.0,26000.0,46745.12589202906,-44.379227772208225,Target (Underpaid)
Matheus,SC Braga,78,GK,9500000.0,12000.0,33356.53848238384,-64.02504412639396,Target (Underpaid)
B. Traoré,Olympique Lyonnais,78,RM,14000000.0,57000.0,44422.12221917591,28.314445939267934,Normal Market
Y. Poulsen,RB Leipzig,78,RW,13000000.0,48000.0,42055.32969357614,14.135355375259124,Normal Market
L. Trossard,KRC Genk,78,LM,14000000.0,17000.0,44422.12221917591,-61.73077928127096,Target (Underpaid)
M. Arnold,VfL Wolfsburg,78,LCM,13500000.0,40000.0,43244.45137620746,-7.5025841997211975,Normal Market
M. De Sciglio,Juventus,78,RB,10500000.0,78000.0,35916.47638100917,117.17052411422655,Avoid (Overpaid)
Leo Baptistao,RCD Espanyol,78,RW,12500000.0,29000.0,40854.1986491904,-29.01586383074317,Normal Market
V. Chiricheş,Napoli,78,CB,8500000.0,57000.0,30725.089298527844,85.51614104741134,Avoid (Overpaid)
L. Pavoletti,Cagliari,78,RS,10500000.0,39000.0,35916.47638100917,8.585262057113278,Normal Market
A. Cragno,Cagliari,78,GK,10500000.0,21000.0,35916.47638100917,-41.53101273847747,Target (Underpaid)
L. Castro,Cagliari,78,CM,10000000.0,36000.0,34644.86923626099,3.9114904850634207,Normal Market
N. Füllkrug,Hannover 96,78,RS,12500000.0,38000.0,40854.1986491904,-6.986304329939326,Normal Market
F. Fajr,Stade Malherbe Caen,78,RCM,10000000.0,28000.0,34644.86923626099,-19.179951844950676,Normal Market
R. Jiménez,Wolverhampton Wanderers,78,RS,12000000.0,15000.0,39640.448901425145,-62.15986343317943,Target (Underpaid)
E. Sala,FC Nantes,78,ST,11000000.0,31000.0,37172.35883262683,-16.604700445346076,Normal Market
S. García,Godoy Cruz,78,ST,11000000.0,20000.0,37172.35883262683,-46.19658093248134,Target (Underpaid)
S. Arias,Atlético Madrid,78,RB,10500000.0,46000.0,35916.47638100917,28.07492447762079,Normal Market
B. Reynet,Toulouse Football Club,78,GK,8500000.0,24000.0,30725.089298527844,-21.887940611616283,Normal Market
Pozuelo,KRC Genk,78,CAM,12000000.0,19000.0,39640.448901425145,-52.06916034869394,Target (Underpaid)
A. Trebel,RSC Anderlecht,78,CM,11500000.0,23000.0,38413.413338757826,-40.12508131685922,Target (Underpaid)
J. Lascelles,Newcastle United,78,RCB,12000000.0,39000.0,39640.448901425145,-1.6156449262665125,Normal Market
T. Kongolo,Huddersfield Town,78,LCB,12000000.0,39000.0,39640.448901425145,-1.6156449262665125,Normal Market
A. Carrillo,Al Hilal,78,RM,11000000.0,14000.0,37172.35883262683,-62.337606652736945,Target (Underpaid)
Álvaro,Villarreal CF,78,RCB,9500000.0,32000.0,33356.53848238384,-4.066784337050593,Normal Market
G. Defrel,Sampdoria,78,LS,11000000.0,64000.0,37172.35883262683,72.17094101605971,Avoid (Overpaid)
V. Darida,Hertha BSC,78,CM,10500000.0,30000.0,35916.47638100917,-16.472875340682094,Normal Market
R. Saponara,Sampdoria,78,CAM,12500000.0,56000.0,40854.1986491904,37.07281467166836,Avoid (Overpaid)
Pedro Mendes,Montpellier HSC,78,RCB,10000000.0,26000.0,34644.86923626099,-24.952812427454198,Normal Market
C. Schindler,Huddersfield Town,78,CB,10000000.0,48000.0,34644.86923626099,38.548653980084566,Avoid (Overpaid)
N. Chadli,AS Monaco,78,LM,10500000.0,66000.0,35916.47638100917,83.75967425049939,Avoid (Overpaid)
Arbilla,SD Eibar,78,CB,7000000.0,23000.0,26619.28070364867,-13.596463195012554,Normal Market
L. Dunk,Brighton & Hove Albion,78,LCB,11000000.0,46000.0,37172.35883262683,23.747863855292916,Normal Market
P. Hernández,Independiente,78,CM,9000000.0,24000.0,32050.365348957537,-25.11785828743878,Normal Market
J. Guidetti,Deportivo Alavés,78,LS,13000000.0,29000.0,42055.32969357614,-31.04322279411428,Target (Underpaid)
Sergi Gómez,Sevilla FC,78,LCB,11500000.0,17000.0,38413.413338757826,-55.74462532115682,Target (Underpaid)
Oriol Romeu,Southampton,78,CDM,10500000.0,46000.0,35916.47638100917,28.07492447762079,Normal Market
Lucas Pérez,West Ham United,78,ST,10500000.0,85000.0,35916.47638100917,136.66018653473407,Avoid (Overpaid)
Cláudio Ramos,CD Tondela,78,GK,9500000.0,6000.0,33356.53848238384,-82.012522063197,Target (Underpaid)
F. Lejeune,Newcastle United,78,CB,10000000.0,46000.0,34644.86923626099,32.77579339758104,Avoid (Overpaid)
N. Lodeiro,Seattle Sounders FC,78,CAM,10000000.0,11000.0,34644.86923626099,-68.24926679623063,Target (Underpaid)
O. Özyakup,Beşiktaş JK,78,RDM,13000000.0,47000.0,42055.32969357614,11.757535471607891,Normal Market
C. Tévez,Boca Juniors,78,CAM,5000000.0,26000.0,20760.410648348814,25.23837047543141,Normal Market
K. Papadopoulos,Hamburger SV,78,CB,10500000.0,16000.0,35916.47638100917,-55.45220018169712,Target (Underpaid)
M. Gradel,Toulouse Football Club,78,LW,10000000.0,32000.0,34644.86923626099,-7.6342306799436255,Normal Market
M. Debuchy,AS Saint-Étienne,78,RB,5500000.0,31000.0,22274.97032447727,39.169657909420714,Avoid (Overpaid)
V. Moses,Chelsea,78,RW,11000000.0,105000.0,37172.35883262683,182.46795010447295,Avoid (Overpaid)
Z. Junuzović,FC Red Bull Salzburg,78,CM,9500000.0,39000.0,33356.53848238384,16.91860658921959,Normal Market
Granero,RCD Espanyol,78,LCM,9500000.0,30000.0,33356.53848238384,-10.06261031598493,Normal Market
J. Baumgartlinger,Bayer 04 Leverkusen,78,CDM,7500000.0,53000.0,28011.30530207255,89.20931898192744,Avoid (Overpaid)
Fábio Coentrão,Rio Ave FC,78,RW,10000000.0,13000.0,34644.86923626099,-62.476406213727095,Target (Underpaid)
B. Costil,FC Girondins de Bordeaux,78,GK,6500000.0,32000.0,25201.016301615186,26.979005993298188,Normal Market
N. Gudelj,Sporting CP,78,CDM,10500000.0,19000.0,35916.47638100917,-47.09948771576533,Target (Underpaid)
L. Pratto,River Plate,78,LS,10000000.0,28000.0,34644.86923626099,-19.179951844950676,Normal Market
E. Hernández,Cruz Azul,78,LM,10000000.0,29000.0,34644.86923626099,-16.293521553698913,Normal Market
Jurado,Al Ahli,78,LCM,8000000.0,41000.0,29379.28056560728,39.55413206406579,Avoid (Overpaid)
R. Cabella,AS Saint-Étienne,78,CAM,10500000.0,36000.0,35916.47638100917,0.23254959118148627,Normal Market
Rafael Tolói,Atalanta,78,RCB,10000000.0,27000.0,34644.86923626099,-22.066382136202435,Normal Market
C. Bravo,Manchester City,78,GK,2400000.0,50000.0,12070.765716475502,314.22392890746386,Avoid (Overpaid)
Hernanes,Hebei China Fortune FC,78,RDM,6000000.0,19000.0,23753.935737680138,-20.013255025099337,Normal Market
K. Honda,Melbourne Victory,78,RM,8000000.0,12000.0,29379.28056560728,-59.15488817637099,Target (Underpaid)
J. Holebas,Watford,78,LB,2900000.0,51000.0,13882.09299222484,267.37976059204016,Avoid (Overpaid)
Javi García,Real Betis,78,CDM,7000000.0,23000.0,26619.28070364867,-13.596463195012554,Normal Market
Sergio,RC Celta,78,GK,6500000.0,19000.0,25201.016301615186,-24.6062151914792,Normal Market
M. Cáceres,Lazio,78,LCB,7000000.0,44000.0,26619.28070364867,65.29372258345425,Avoid (Overpaid)
Daniel Carriço,Sevilla FC,78,CB,8000000.0,18000.0,29379.28056560728,-38.73233226455648,Target (Underpaid)
J. Cork,Burnley,78,RCM,10000000.0,58000.0,34644.86923626099,67.41295689260218,Avoid (Overpaid)
J. Tomkins,Crystal Palace,78,RCB,9000000.0,53000.0,32050.365348957537,65.36472961523937,Avoid (Overpaid)
Gervinho,Parma,78,RW,9000000.0,49000.0,32050.365348957537,52.884372663145825,Avoid (Overpaid)
J. Shelvey,Newcastle United,78,CM,12500000.0,50000.0,40854.1986491904,22.386441671132467,Normal Market
R. Vormer,Club Brugge KV,78,RCM,9500000.0,26000.0,33356.53848238384,-22.054262273853606,Normal Market
J. Lens,Beşiktaş JK,78,LM,10000000.0,50000.0,34644.86923626099,44.321514562588085,Avoid (Overpaid)
Adriano,Beşiktaş JK,78,LB,4000000.0,45000.0,17605.086771598606,155.60794208976134,Avoid (Overpaid)
S. Cook,Bournemouth,78,RCB,8500000.0,58000.0,30725.089298527844,88.77081018859398,Avoid (Overpaid)
L. Podolski,Vissel Kobe,78,RF,6500000.0,11000.0,25201.016301615186,-56.35096668980375,Target (Underpaid)
C. Ansaldi,Torino,78,LM,7000000.0,54000.0,26619.28070364867,102.86047771605749,Avoid (Overpaid)
Manu García,Deportivo Alavés,78,LCM,6000000.0,24000.0,23753.935737680138,1.0358883893482027,Normal Market
R. Alessandrini,LA Galaxy,78,RM,10000000.0,11000.0,34644.86923626099,-68.24926679623063,Target (Underpaid)
J. Ward-Prowse,Southampton,77,RM,12000000.0,41000.0,39640.448901425145,3.4297066159762304,Normal Market
M. Harnik,SV Werder Bremen,77,ST,8000000.0,31000.0,29379.28056560728,5.516538877708279,Normal Market
B. Moukandjo,Beijing Renhe FC,77,CAM,9000000.0,25000.0,32050.365348957537,-21.997769049415396,Normal Market
G. Pereiro,PSV,77,RM,12000000.0,15000.0,39640.448901425145,-62.15986343317943,Target (Underpaid)
G. Castro,VfB Stuttgart,77,CM,7500000.0,34000.0,28011.30530207255,21.379563120481745,Normal Market
Aarón Martín,1. FSV Mainz 05,77,LB,11000000.0,18000.0,37172.35883262683,-51.576922839233205,Target (Underpaid)
F. Johnson,Borussia Mönchengladbach,77,LM,8500000.0,29000.0,30725.089298527844,-5.614594905703008,Normal Market
L. López,Genoa,77,CB,7000000.0,13000.0,26619.28070364867,-51.16321832761579,Target (Underpaid)
M. Dossevi,Toulouse Football Club,77,RM,8500000.0,30000.0,30725.089298527844,-2.3599257645203524,Normal Market
Caiuby,FC Augsburg,77,LM,8500000.0,27000.0,30725.089298527844,-12.123933188068317,Normal Market
Gabriel,SL Benfica,77,CM,11500000.0,11000.0,38413.413338757826,-71.36416932545441,Target (Underpaid)
Iván Ramis,SD Eibar,77,LCB,3600000.0,22000.0,16286.667419118616,35.07981365282016,Avoid (Overpaid)
M. Suchý,FC Basel 1893,77,CB,6500000.0,26000.0,25201.016301615186,3.1704423695547783,Normal Market
T. Vilhena,Feyenoord,77,CM,11500000.0,13000.0,38413.413338757826,-66.15765465735521,Target (Underpaid)
E. Çolak,Al Wehda,77,CAM,9500000.0,27000.0,33356.53848238384,-19.056349284386435,Normal Market
V. Germain,Olympique de Marseille,77,ST,9000000.0,49000.0,32050.365348957537,52.884372663145825,Avoid (Overpaid)
G. Hoarau,BSC Young Boys,77,LS,4700000.0,26000.0,19832.735372967483,31.09638943420106,Avoid (Overpaid)
Sergio García,RCD Espanyol,77,LW,4100000.0,23000.0,17929.20503985547,28.28231898108409,Normal Market
E. Choupo-Moting,Paris Saint-Germain,77,ST,9000000.0,75000.0,32050.365348957537,134.00669285175383,Avoid (Overpaid)
J. Pinola,River Plate,77,LCB,2100000.0,16000.0,10936.792689572723,46.295174957961876,Avoid (Overpaid)
J. Hendrix,PSV,77,LCM,10000000.0,13000.0,34644.86923626099,-62.476406213727095,Target (Underpaid)
J. Izquierdo,Brighton & Hove Albion,77,LM,10500000.0,45000.0,35916.47638100917,25.29068698897686,Normal Market
C. Grenier,Stade Rennais FC,77,LDM,10000000.0,32000.0,34644.86923626099,-7.6342306799436255,Normal Market
T. Strobl,Borussia Mönchengladbach,77,CDM,7000000.0,27000.0,26619.28070364867,1.4302388580287413,Normal Market
V. Odjidja-Ofoe,KAA Gent,77,CM,8500000.0,24000.0,30725.089298527844,-21.887940611616283,Normal Market
N. Guzmán,Tigres U.A.N.L.,77,GK,5000000.0,38000.0,20760.410648348814,83.04069531024591,Avoid (Overpaid)
F. Fabra,Boca Juniors,77,LB,8000000.0,22000.0,29379.28056560728,-25.117294990013477,Normal Market
J. Maddison,Leicester City,77,CAM,13000000.0,45000.0,42055.32969357614,7.001895664305429,Normal Market
K. El Ahmadi,Al Ittihad,77,RDM,3600000.0,35000.0,16286.667419118616,114.8997035385775,Avoid (Overpaid)
M. Carcela-González,Standard de Liège,77,RM,8500000.0,19000.0,30725.089298527844,-38.16128631752956,Target (Underpaid)
M. Gabbiadini,Southampton,77,ST,10500000.0,51000.0,35916.47638100917,41.99611192084044,Avoid (Overpaid)
M. Ritchie,Newcastle United,77,RM,9000000.0,49000.0,32050.365348957537,52.884372663145825,Avoid (Overpaid)
G. Bou,Racing Club,77,ST,9000000.0,26000.0,32050.365348957537,-18.87767981139201,Normal Market
Javi Fuego,Villarreal CF,77,CDM,2700000.0,28000.0,13168.207110816804,112.63335064801545,Avoid (Overpaid)
E. Akbaba,Galatasaray SK,77,CAM,11000000.0,51000.0,37172.35883262683,37.198718622172585,Avoid (Overpaid)
J. Amavi,Olympique de Marseille,77,LB,10000000.0,34000.0,34644.86923626099,-1.8613700974401026,Normal Market
R. Malinovskyi,KRC Genk,77,RCM,11500000.0,17000.0,38413.413338757826,-55.74462532115682,Target (Underpaid)
D. Welbeck,Arsenal,77,LW,9500000.0,95000.0,33356.53848238384,184.80173399938104,Avoid (Overpaid)
G. Conti,SL Benfica,77,CB,10500000.0,10000.0,35916.47638100917,-72.1576251135607,Target (Underpaid)
Bruno,Getafe CF,77,CB,8000000.0,23000.0,29379.28056560728,-21.71353567137773,Normal Market
Garry Rodrigues,Galatasaray SK,77,LM,9500000.0,53000.0,33356.53848238384,58.88938844175996,Avoid (Overpaid)
A. Schwolow,SC Freiburg,77,GK,7000000.0,19000.0,26619.28070364867,-28.62316524805385,Normal Market
L. Cook,Bournemouth,77,CM,12500000.0,44000.0,40854.1986491904,7.70006867059657,Normal Market
P. Pérez,Boca Juniors,77,CM,6500000.0,24000.0,25201.016301615186,-4.765745505026358,Normal Market
Gazzolisco,Internacional,77,LB,6500000.0,26000.0,25201.016301615186,3.1704423695547783,Normal Market
Jonatan Soriano,Beijing Sinobo Guoan FC,77,ST,7000000.0,23000.0,26619.28070364867,-13.596463195012554,Normal Market
Rubén Peña,SD Eibar,77,RB,8500000.0,22000.0,30725.089298527844,-28.397278893981593,Normal Market
Mikel San José,Athletic Club de Bilbao,77,CM,8500000.0,25000.0,30725.089298527844,-18.633271470433627,Normal Market
P. Groß,Brighton & Hove Albion,77,CAM,10000000.0,47000.0,34644.86923626099,35.6622236888328,Avoid (Overpaid)
L. Baines,Everton,77,LB,3400000.0,74000.0,15613.217053206474,373.95741536048575,Avoid (Overpaid)
A. Ogbonna,West Ham United,77,CB,6500000.0,65000.0,25201.016301615186,157.92610592388695,Avoid (Overpaid)
Juan Jesus,Roma,77,CB,7500000.0,51000.0,28011.30530207255,82.06934468072262,Avoid (Overpaid)
J. Martínez,Portimonense SC,77,ST,8000000.0,22000.0,29379.28056560728,-25.117294990013477,Normal Market
N. Elvedi,Borussia Mönchengladbach,77,RCB,11000000.0,19000.0,37172.35883262683,-48.88675188585727,Target (Underpaid)
G. Moreno,Shanghai Greenland Shenhua FC,77,CAM,7000000.0,17000.0,26619.28070364867,-36.1365162745745,Target (Underpaid)
J. Valdivia,Colo-Colo,77,CAM,4500000.0,10000.0,19205.69367823022,-47.9321071785339,Target (Underpaid)
A. Carroll,West Ham United,77,ST,9000000.0,80000.0,32050.365348957537,149.60713904187074,Avoid (Overpaid)
T. Gutiérrez,Junior FC,77,ST,5500000.0,6000.0,22274.97032447727,-73.0639371788218,Target (Underpaid)
Álex Remiro,Athletic Club de Bilbao,77,GK,9000000.0,15000.0,32050.365348957537,-53.19866142964924,Target (Underpaid)
Wilson Eduardo,SC Braga,77,RS,9500000.0,17000.0,33356.53848238384,-49.03547917905813,Target (Underpaid)
Jorge Meré,1. FC Köln,77,CB,10500000.0,15000.0,35916.47638100917,-58.23643767034105,Target (Underpaid)
M. Elneny,Arsenal,77,RDM,9000000.0,76000.0,32050.365348957537,137.1267820897772,Avoid (Overpaid)
D. Torres,Deportivo Alavés,77,CDM,7000000.0,24000.0,26619.28070364867,-9.83978768175223,Normal Market
Y. Bounou,Girona FC,77,GK,7500000.0,22000.0,28011.30530207255,-21.460282686747107,Normal Market
A. Jahanbakhsh,Brighton & Hove Albion,77,RM,11500000.0,41000.0,38413.413338757826,6.733550696033555,Normal Market
J. Calleri,Deportivo Alavés,77,LS,12000000.0,24000.0,39640.448901425145,-39.45578149308708,Target (Underpaid)
Simão Acunha,Atlético Mineiro,77,CAM,8500000.0,35000.0,30725.089298527844,13.91341994139292,Normal Market
N. Müller,Eintracht Frankfurt,77,RM,8500000.0,34000.0,30725.089298527844,10.658750800210267,Normal Market
L. Ocampos,Olympique de Marseille,77,LM,12000000.0,38000.0,39640.448901425145,-4.138320697387884,Normal Market
J. Rodriguez,West Bromwich Albion,77,RS,9000000.0,41000.0,32050.365348957537,27.92365875895875,Normal Market
V. Ibišević,Hertha BSC,77,LS,5500000.0,31000.0,22274.97032447727,39.169657909420714,Avoid (Overpaid)
S. Rondón,Newcastle United,77,RS,9000000.0,41000.0,32050.365348957537,27.92365875895875,Normal Market
Victor Sánchez,RCD Espanyol,77,CDM,6500000.0,26000.0,25201.016301615186,3.1704423695547783,Normal Market
D. Suárez,Getafe CF,77,RB,6500000.0,22000.0,25201.016301615186,-12.701933379607494,Normal Market
K. Huntelaar,Ajax,77,ST,4700000.0,20000.0,19832.735372967483,0.8433764878469694,Normal Market
L. Dubois,Olympique Lyonnais,77,RB,10500000.0,44000.0,35916.47638100917,22.506449500332927,Normal Market
André Pinto,Sporting CP,77,CB,7000000.0,14000.0,26619.28070364867,-47.40654281435547,Target (Underpaid)
K. Lala,RC Strasbourg Alsace,77,RWB,8500000.0,19000.0,30725.089298527844,-38.16128631752956,Target (Underpaid)
O. Kıvrak,Trabzonspor,77,GK,5500000.0,24000.0,22274.97032447727,7.744251284712809,Normal Market
A. Bertolacci,Milan,77,CM,9000000.0,75000.0,32050.365348957537,134.00669285175383,Avoid (Overpaid)
E. Giaccherini,Chievo Verona,77,LW,5500000.0,20000.0,22274.97032447727,-10.213123929405992,Normal Market
A. Živković,SL Benfica,77,LW,12500000.0,11000.0,40854.1986491904,-73.07498283235086,Target (Underpaid)
R. Ábila,Boca Juniors,77,ST,9000000.0,27000.0,32050.365348957537,-15.757590573368626,Normal Market
P. Diop,SD Eibar,77,RCM,5000000.0,22000.0,20760.410648348814,5.970928863826579,Normal Market
T. Chandler,Eintracht Frankfurt,77,RB,7000000.0,33000.0,26619.28070364867,23.970291937590684,Normal Market
R. Klavan,Cagliari,77,CB,5000000.0,30000.0,20760.410648348814,44.50581208703625,Avoid (Overpaid)
D. Da Silva,Stade Rennais FC,77,RCB,6500000.0,30000.0,25201.016301615186,19.042818118717054,Normal Market
D. Benaglio,AS Monaco,77,GK,3600000.0,44000.0,16286.667419118616,170.1596273056403,Avoid (Overpaid)
T. Rincón,Torino,77,CM,8000000.0,42000.0,29379.28056560728,42.95789138270154,Avoid (Overpaid)
M. Pereira,FC Porto,77,RB,2500000.0,13000.0,12440.36013958961,4.498582469726253,Normal Market
C. Borges,Göztepe SK,77,LDM,6500000.0,24000.0,25201.016301615186,-4.765745505026358,Normal Market
J. Sand,Deportivo Cali,77,ST,3200000.0,3000.0,14929.332828980785,-79.90533110644833,Target (Underpaid)
Markel Bergara,Getafe CF,77,CDM,5000000.0,22000.0,20760.410648348814,5.970928863826579,Normal Market
Vágner Love,Beşiktaş JK,77,ST,4700000.0,50000.0,19832.735372967483,152.10844121961742,Avoid (Overpaid)
B. Bourigeaud,Stade Rennais FC,77,LM,11500000.0,28000.0,38413.413338757826,-27.10879464661123,Normal Market
R. Soriano,Torino,77,RCM,9500000.0,31000.0,33356.53848238384,-7.064697326517762,Normal Market
R. Sambueza,Deportivo Toluca,77,RM,4500000.0,26000.0,19205.69367823022,35.37652133581186,Avoid (Overpaid)
Montoya,Brighton & Hove Albion,77,RB,8000000.0,43000.0,29379.28056560728,46.36165070133729,Avoid (Overpaid)
A. Poli,Bologna,77,RCM,9000000.0,34000.0,32050.365348957537,6.083034092795065,Normal Market
C. Austin,Southampton,77,LS,9000000.0,53000.0,32050.365348957537,65.36472961523937,Avoid (Overpaid)
L. Tonelli,Sampdoria,77,CB,8500000.0,53000.0,30725.089298527844,72.49746448268071,Avoid (Overpaid)
M. Zárate,Boca Juniors,77,ST,8000000.0,26000.0,29379.28056560728,-11.502257715470474,Normal Market
J. Sancho,Borussia Dortmund,77,RM,14500000.0,22000.0,45588.85582146803,-51.74259234284163,Target (Underpaid)
D. Basta,Lazio,77,RB,3400000.0,41000.0,15613.217053206474,162.5980274294583,Avoid (Overpaid)
Marçal,Olympique Lyonnais,77,LB,6500000.0,54000.0,25201.016301615186,114.27707261369069,Avoid (Overpaid)
Munir,FC Barcelona,77,ST,12500000.0,115000.0,40854.1986491904,181.4888158436047,Avoid (Overpaid)
J. McCarthy,Everton,77,CDM,7500000.0,74000.0,28011.30530207255,164.17904914457793,Avoid (Overpaid)
J. Aquino,Tigres U.A.N.L.,77,LM,9000000.0,54000.0,32050.365348957537,68.48481885326275,Avoid (Overpaid)
H. Pérez,RCD Espanyol,77,RM,8500000.0,29000.0,30725.089298527844,-5.614594905703008,Normal Market
Jô,Nagoya Grampus,77,ST,8000000.0,11000.0,29379.28056560728,-62.55864749500674,Target (Underpaid)
R. Gurtner,Amiens SC,77,GK,5500000.0,15000.0,22274.97032447727,-32.65984294705449,Target (Underpaid)
C. Sánchez,West Ham United,77,CDM,5000000.0,65000.0,20760.410648348814,213.09592618857855,Avoid (Overpaid)
M. Sissoko,Tottenham Hotspur,77,CM,9000000.0,79000.0,32050.365348957537,146.48704980384736,Avoid (Overpaid)
W. Anton,Hannover 96,77,RCB,11000000.0,22000.0,37172.35883262683,-40.81623902572947,Target (Underpaid)
E. Skhiri,Montpellier HSC,77,RCM,10000000.0,21000.0,34644.86923626099,-39.384963883713006,Target (Underpaid)
